DEBUG | 2011-05-19 08:06:49,973 | 2744 | view.views.home | home
DEBUG | 2011-05-23 10:34:42,062 | 4152 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-23 10:34:42,062 | 4152 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Called", "monitoredParty": {"phoneNumber": "666777999"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-23 10:34:42,184 | 4152 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-23 10:34:42,186 | 4152 | view.views.manage_subscription | real_number 620459358
DEBUG | 2011-05-23 10:34:42,296 | 4152 | view.views.manage_subscription | save
DEBUG | 2011-05-23 11:05:01,193 | 4604 | view.views.home | home
DEBUG | 2011-05-23 11:05:01,194 | 4604 | view.views.home | real number: 620459358
DEBUG | 2011-05-23 11:10:06,411 | 312 | view.views.home | home
DEBUG | 2011-05-23 11:10:06,411 | 312 | view.views.home | real number: 620459358
DEBUG | 2011-05-23 11:11:46,898 | 312 | view.views.home | home
DEBUG | 2011-05-23 11:11:46,900 | 312 | view.views.home | real number: 620459358
DEBUG | 2011-05-23 11:11:49,290 | 312 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-23 11:11:49,292 | 312 | view.views.xhr_subscription | DELETE
DEBUG | 2011-05-23 11:11:49,292 | 312 | view.views.delete_subscription | delete_susbcription
DEBUG | 2011-05-23 11:11:49,464 | 312 | view.views.delete_subscription | 620459358
DEBUG | 2011-05-23 11:11:49,576 | 312 | view.views.delete_subscription | 666777999
DEBUG | 2011-05-23 11:11:49,578 | 312 | view.views.delete_subscription | correlator_list: 1234567891321,1234567891321
DEBUG | 2011-05-23 11:11:49,578 | 312 | NESManager.manager.delete_subscription | delete_subscription
DEBUG | 2011-05-23 11:11:49,884 | 312 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-23 11:11:49,884 | 312 | view.views.manage_subscription | real_number 620459358
DEBUG | 2011-05-23 11:11:49,989 | 312 | view.views.manage_subscription | delete
DEBUG | 2011-05-23 11:11:57,259 | 312 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-23 11:11:57,259 | 312 | view.views.xhr_subscription | POST
DEBUG | 2011-05-23 11:11:57,259 | 312 | view.views.create_subscription | create_subscription
DEBUG | 2011-05-23 11:11:57,259 | 312 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-23 11:11:57,260 | 312 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Both", "monitoredParty": {"phoneNumber": "620459358"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-23 11:11:57,469 | 312 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-23 11:11:57,469 | 312 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Called", "monitoredParty": {"phoneNumber": ""}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-23 11:11:57,601 | 312 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-23 11:11:57,601 | 312 | view.views.manage_subscription | real_number 620459358
DEBUG | 2011-05-23 11:15:20,381 | 312 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-23 11:15:20,384 | 312 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-23 11:15:20,384 | 312 | view.views.manage_subscription | real_number 
DEBUG | 2011-05-23 11:15:28,760 | 312 | soaplib.service.service.build_public_methods | building public methods
DEBUG | 2011-05-23 11:15:28,762 | 312 | soaplib.wsgi.wsgi.build_schema | adding method '{NES}handleService'
DEBUG | 2011-05-23 11:15:51,721 | 312 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-23 11:15:51,723 | 312 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-23 11:15:51,723 | 312 | view.views.manage_subscription | real_number 
DEBUG | 2011-05-23 11:17:57,065 | 3884 | view.views.home | home
DEBUG | 2011-05-23 11:17:57,065 | 3884 | view.views.home | real number: 620459358
DEBUG | 2011-05-23 11:18:01,839 | 3884 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-23 11:18:01,841 | 3884 | view.views.xhr_subscription | POST
DEBUG | 2011-05-23 11:18:01,841 | 3884 | view.views.create_subscription | create_subscription
DEBUG | 2011-05-23 11:18:01,841 | 3884 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-23 11:18:01,842 | 3884 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Both", "monitoredParty": {"phoneNumber": "620459358"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-23 11:18:02,151 | 3884 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-23 11:18:02,153 | 3884 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Called", "monitoredParty": {"phoneNumber": "666777999"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-23 11:18:02,289 | 3884 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-23 11:18:02,289 | 3884 | view.views.manage_subscription | real_number 620459358
DEBUG | 2011-05-23 11:18:02,401 | 3884 | view.views.manage_subscription | save
DEBUG | 2011-05-23 11:18:06,197 | 3884 | soaplib.service.service.build_public_methods | building public methods
DEBUG | 2011-05-23 11:18:06,197 | 3884 | soaplib.wsgi.wsgi.build_schema | adding method '{NES}handleService'
DEBUG | 2011-05-23 11:18:11,671 | 3884 | nes_api_rest.views.views.handle | handle
DEBUG | 2011-05-23 11:18:11,671 | 3884 | NESManager.manager.handle | Inicio handle
DEBUG | 2011-05-23 11:18:11,671 | 3884 | NESManager.manager.handle | json_data: {u'callEvent': {u'callingParticipant': {u'phoneNumber': u'0034666111000'}, u'callSessionID': u'129916513689383', u'timestamp': u'129916513630886', u'legId': u'1', u'eventNotified': {u'callEvent': u'CalledNumber'}, u'roamingStatus': u'false', u'correlator': u'0000000003', u'calledParticipant': {u'phoneNumber': u'0034620459358'}}}
DEBUG | 2011-05-23 11:18:11,671 | 3884 | NESManager.manager.handle | called: 0034620459358
DEBUG | 2011-05-23 11:18:11,671 | 3884 | NESManager.manager.handle | calling: 0034666111000
DEBUG | 2011-05-23 11:18:11,673 | 3884 | NESManager.manager.handle | calledParticipant: 620459358
DEBUG | 2011-05-23 11:18:11,673 | 3884 | NESManager.manager.handle | callingParticipant: 666111000
DEBUG | 2011-05-23 11:18:11,673 | 3884 | NESManager.manager.handle | callSessionID: 129916513689383
DEBUG | 2011-05-23 11:18:11,678 | 3884 | NESManager.manager.handle | routingAddress.phoneNumber 620459358
DEBUG | 2011-05-23 11:18:11,678 | 3884 | NESManager.manager.handle | callingPartyAddress.phoneNumber #666111000
DEBUG | 2011-05-23 11:18:11,678 | 3884 | nes_api_rest.views.views.handle | json_data: {"action": {"transactionId": "0123456789", "callingPartyAddress": {"phoneNumber": "#666111000"}, "routingAddress": {"phoneNumber": "620459358"}, "legId": "2", "actionToPerform": "Route"}, "callSessionID": "129916513689383"}
DEBUG | 2011-05-23 11:44:09,240 | 5572 | view.views.home | home
DEBUG | 2011-05-23 11:44:18,147 | 5572 | view.views.home | real number: 620459358
DEBUG | 2011-05-25 14:55:44,336 | 1916 | soaplib.service.service.build_public_methods | building public methods
DEBUG | 2011-05-25 14:55:44,483 | 1916 | soaplib.wsgi.wsgi.build_schema | adding method '{NES}handleService'
DEBUG | 2011-05-25 14:57:58,832 | 1916 | view.views.home | home
DEBUG | 2011-05-25 14:57:58,834 | 1916 | view.views.home | real number: 620459358
DEBUG | 2011-05-25 14:58:09,401 | 1916 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-25 14:58:18,336 | 1916 | view.views.xhr_subscription | POST
DEBUG | 2011-05-25 14:58:18,342 | 1916 | view.views.create_subscription | create_subscription
DEBUG | 2011-05-25 14:58:18,342 | 1916 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-25 14:58:18,344 | 1916 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Both", "monitoredParty": {"phoneNumber": "0034620459358"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-25 14:58:21,510 | 1916 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-25 14:58:21,513 | 1916 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Called", "monitoredParty": {"phoneNumber": "0034620459698"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-25 14:58:22,017 | 1916 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-25 14:58:22,019 | 1916 | view.views.manage_subscription | real_number 0034620459358
DEBUG | 2011-05-25 14:58:22,187 | 1916 | view.views.manage_subscription | save
DEBUG | 2011-05-25 14:59:02,604 | 1916 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-25 14:59:02,609 | 1916 | view.views.xhr_subscription | DELETE
DEBUG | 2011-05-25 14:59:02,611 | 1916 | view.views.delete_subscription | delete_susbcription
DEBUG | 2011-05-25 14:59:02,798 | 1916 | view.views.delete_subscription | 0034620459358
DEBUG | 2011-05-25 14:59:12,938 | 1916 | view.views.home | home
DEBUG | 2011-05-25 14:59:12,940 | 1916 | view.views.home | real number: 620459358
DEBUG | 2011-05-25 15:00:59,987 | 1916 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-25 15:01:00,006 | 1916 | view.views.xhr_subscription | POST
DEBUG | 2011-05-25 15:01:00,007 | 1916 | view.views.create_subscription | create_subscription
DEBUG | 2011-05-25 15:01:00,009 | 1916 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-25 15:01:00,009 | 1916 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Both", "monitoredParty": {"phoneNumber": "0034620459358"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-25 15:01:01,918 | 1916 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-25 15:01:01,918 | 1916 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Called", "monitoredParty": {"phoneNumber": "0034666777999"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-25 15:01:02,650 | 1916 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-25 15:01:02,651 | 1916 | view.views.manage_subscription | real_number 0034620459358
DEBUG | 2011-05-25 15:01:02,970 | 1916 | view.views.manage_subscription | save
DEBUG | 2011-05-25 15:04:26,598 | 1128 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-25 16:16:10,167 | 7932 | view.views.home | home
DEBUG | 2011-05-25 16:16:10,234 | 7932 | view.views.home | real number: 620459358
DEBUG | 2011-05-25 16:16:17,046 | 7932 | soaplib.service.service.build_public_methods | building public methods
DEBUG | 2011-05-25 16:16:17,048 | 7932 | soaplib.wsgi.wsgi.build_schema | adding method '{NES}handleService'
DEBUG | 2011-05-25 16:16:26,108 | 7932 | view.views.home | home
DEBUG | 2011-05-25 16:16:26,108 | 7932 | view.views.home | real number: 620459358
DEBUG | 2011-05-25 16:16:51,753 | 7932 | view.views.home | home
DEBUG | 2011-05-25 16:16:51,755 | 7932 | view.views.home | real number: 620459358
DEBUG | 2011-05-25 16:17:01,183 | 7932 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-25 16:17:01,197 | 7932 | view.views.xhr_subscription | POST
DEBUG | 2011-05-25 16:17:01,197 | 7932 | view.views.create_subscription | create_subscription
DEBUG | 2011-05-25 16:17:01,198 | 7932 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-25 16:17:01,200 | 7932 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Both", "monitoredParty": {"phoneNumber": "0034620459358"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-25 16:17:02,058 | 7932 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-25 16:17:02,059 | 7932 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Called", "monitoredParty": {"phoneNumber": "0034620459698"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-25 16:17:02,328 | 7932 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-25 16:17:02,329 | 7932 | view.views.manage_subscription | real_number 0034620459358
DEBUG | 2011-05-25 16:17:02,490 | 7932 | view.views.manage_subscription | save
DEBUG | 2011-05-25 16:17:39,500 | 7932 | view.views.home | home
DEBUG | 2011-05-25 16:17:39,502 | 7932 | view.views.home | real number: 620459358
DEBUG | 2011-05-25 16:17:41,190 | 7932 | view.views.home | home
DEBUG | 2011-05-25 16:17:41,190 | 7932 | view.views.home | real number: 620459358
DEBUG | 2011-05-25 16:18:24,378 | 7932 | view.views.home | home
DEBUG | 2011-05-25 16:18:27,253 | 7932 | view.views.home | real number: 620459358
DEBUG | 2011-05-25 16:19:54,253 | 7044 | view.views.home | home
DEBUG | 2011-05-25 16:19:54,255 | 7044 | view.views.home | real number: 0034620459358
DEBUG | 2011-05-25 16:21:01,762 | 7044 | view.views.home | home
DEBUG | 2011-05-25 16:21:01,763 | 7044 | view.views.home | real number: 0034620459358
DEBUG | 2011-05-25 16:23:23,716 | 7044 | view.views.home | home
DEBUG | 2011-05-25 16:23:28,844 | 7044 | view.views.home | real number: 0034620459358
DEBUG | 2011-05-25 16:36:25,750 | 7484 | view.views.home | home
DEBUG | 2011-05-25 16:36:25,815 | 7484 | view.views.home | real number: 620459358
DEBUG | 2011-05-25 16:37:19,026 | 7928 | soaplib.service.service.build_public_methods | building public methods
DEBUG | 2011-05-25 16:37:19,028 | 7928 | soaplib.wsgi.wsgi.build_schema | adding method '{NES}handleService'
DEBUG | 2011-05-25 16:37:19,897 | 7928 | view.views.home | home
DEBUG | 2011-05-25 16:37:19,897 | 7928 | view.views.home | real number: 620459358
DEBUG | 2011-05-25 16:37:51,059 | 7928 | view.views.home | home
DEBUG | 2011-05-25 16:37:51,059 | 7928 | view.views.home | real number: 620459358
DEBUG | 2011-05-25 16:37:56,510 | 7928 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-25 16:37:56,512 | 7928 | view.views.xhr_subscription | prefix 0034
DEBUG | 2011-05-25 16:37:56,512 | 7928 | view.views.xhr_subscription | POST
DEBUG | 2011-05-25 16:37:56,513 | 7928 | view.views.create_subscription | create_subscription
DEBUG | 2011-05-25 16:37:56,513 | 7928 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-25 16:37:56,513 | 7928 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Both", "monitoredParty": {"phoneNumber": "0034620459358"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-25 16:37:58,362 | 7928 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-25 16:37:58,362 | 7928 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Called", "monitoredParty": {"phoneNumber": "0034666777999"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-25 16:37:58,569 | 7928 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-25 16:37:58,569 | 7928 | view.views.manage_subscription | real_number 620459358
DEBUG | 2011-05-25 16:37:58,684 | 7928 | view.views.manage_subscription | save
DEBUG | 2011-05-25 16:38:13,101 | 7928 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-25 16:38:13,101 | 7928 | view.views.xhr_subscription | prefix 0034
DEBUG | 2011-05-25 16:38:13,101 | 7928 | view.views.xhr_subscription | DELETE
DEBUG | 2011-05-25 16:38:13,101 | 7928 | view.views.delete_subscription | delete_susbcription
DEBUG | 2011-05-25 16:38:13,269 | 7928 | view.views.delete_subscription | 0034620459358
DEBUG | 2011-05-25 16:38:13,507 | 7928 | view.views.delete_subscription | 0034666777999
DEBUG | 2011-05-25 16:38:13,509 | 7928 | view.views.delete_subscription | correlator_list: 1234567891321,1234567891321
DEBUG | 2011-05-25 16:38:13,509 | 7928 | NESManager.manager.delete_subscription | delete_subscription
DEBUG | 2011-05-25 16:38:13,509 | 7928 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-25 16:38:13,509 | 7928 | view.views.manage_subscription | real_number 620459358
DEBUG | 2011-05-25 16:38:13,832 | 7928 | view.views.manage_subscription | delete
DEBUG | 2011-05-25 17:17:21,059 | 6288 | view.views.home | home
DEBUG | 2011-05-25 17:17:21,085 | 6288 | view.views.home | real number: 620459358
DEBUG | 2011-05-25 17:17:31,434 | 6288 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-25 17:17:37,608 | 6288 | view.views.xhr_subscription | prefix 0034
DEBUG | 2011-05-25 17:17:40,528 | 6288 | view.views.xhr_subscription | POST
DEBUG | 2011-05-25 17:17:48,463 | 6288 | view.views.create_subscription | create_subscription
DEBUG | 2011-05-25 17:18:11,211 | 6288 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-25 17:18:18,265 | 6288 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Both", "monitoredParty": {"phoneNumber": "0034620459358"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-25 17:18:19,355 | 6288 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-25 17:18:19,357 | 6288 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Called", "monitoredParty": {"phoneNumber": "0034666777999"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-25 17:18:19,565 | 6288 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-25 17:18:19,566 | 6288 | view.views.manage_subscription | real_number 620459358
DEBUG | 2011-05-25 17:18:19,704 | 6288 | view.views.manage_subscription | save
